part_id,agent_type,block,trial_no,q1,q2,q3,q4,q5,q6
168,RL_HP,1.0,9,4.0,5.0,2.0,6.0,2.0,1.0
168,RL_HP,2.0,15,6.0,5.0,3.0,5.0,3.0,0.0
169,DMP,1.0,7,7.0,7.0,7.0,1.0,7.0,1.0
169,DMP,2.0,11,7.0,6.0,6.0,1.0,6.0,1.0
169,RL,1.0,5,1.0,1.0,1.0,7.0,2.0,0.0
169,RL,2.0,15,7.0,7.0,7.0,1.0,7.0,1.0
169,RL_HP,1.0,9,7.0,7.0,7.0,1.0,7.0,1.0
169,RL_HP,2.0,13,4.0,4.0,3.0,5.0,4.0,1.0
170,DMP,1.0,7,7.0,7.0,6.0,7.0,5.0,0.0
170,DMP,2.0,11,7.0,7.0,6.0,7.0,7.0,0.0
170,RL,1.0,5,7.0,6.0,5.0,6.0,5.0,0.0
170,RL,2.0,13,5.0,5.0,3.0,7.0,7.0,1.0
170,RL_HP,1.0,9,7.0,7.0,7.0,7.0,6.0,0.0
170,RL_HP,2.0,15,2.0,2.0,1.0,6.0,5.0,1.0
171,DMP,1.0,9,7.0,6.0,6.0,6.0,6.0,
171,DMP,2.0,15,7.0,6.0,7.0,6.0,4.0,
171,RL,1.0,7,6.0,5.0,6.0,6.0,6.0,1.0
171,RL,2.0,13,7.0,7.0,6.0,6.0,6.0,1.0
171,RL_HP,1.0,5,5.0,1.0,4.0,5.0,4.0,
171,RL_HP,2.0,11,5.0,6.0,5.0,6.0,5.0,
172,DMP,1.0,7,5.0,5.0,7.0,6.0,6.0,1.0
172,DMP,2.0,15,7.0,7.0,6.0,7.0,6.0,1.0
172,RL,1.0,5,3.0,2.0,3.0,7.0,3.0,0.0
172,RL,2.0,13,4.0,5.0,6.0,6.0,5.0,1.0
172,RL_HP,1.0,9,7.0,7.0,6.0,6.0,6.0,1.0
172,RL_HP,2.0,11,3.0,3.0,3.0,6.0,3.0,0.0
173,DMP,1.0,9,5.0,5.0,5.0,5.0,5.0,
173,DMP,2.0,11,6.0,6.0,6.0,6.0,6.0,1.0
173,RL,1.0,5,4.0,5.0,2.0,2.0,4.0,1.0
173,RL,2.0,15,5.0,5.0,5.0,5.0,5.0,1.0
173,RL_HP,1.0,7,4.0,4.0,5.0,6.0,5.0,1.0
173,RL_HP,2.0,13,5.0,5.0,5.0,5.0,5.0,1.0
175,DMP,1.0,9,6.0,6.0,7.0,7.0,7.0,1.0
175,DMP,2.0,13,7.0,7.0,7.0,7.0,7.0,1.0
175,RL,1.0,7,1.0,2.0,1.0,7.0,3.0,0.0
175,RL,2.0,15,1.0,2.0,1.0,7.0,1.0,0.0
175,RL_HP,1.0,5,3.0,4.0,1.0,7.0,4.0,1.0
175,RL_HP,2.0,11,1.0,2.0,1.0,7.0,1.0,0.0
